accumulated_power,activity_type,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,timestamp,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_90,vertical_oscillation,vertical_ratio
157228,running,81,32.98,1516.8,12.0,2.473,0.5,117,603872037,-40746960,270,288.0,,,915.0,2026-06-16 07:23:08+00:00,1,,16,117,2429,86,,86.3,9.43
157500,running,81,32.98,1518.9,12.0,2.491,0.0,118,603872080,-40747286,272,287.0,,,922.0,2026-06-16 07:23:09+00:00,1,,15,118,2448,86,,86.9,9.41
157771,running,79,32.79,1521.35,12.0,2.491,0.5,117,603872172,-40747729,271,294.0,,,946.0,2026-06-16 07:23:10+00:00,1,,10,117,2448,86,,89.7,9.48
158039,running,79,32.7,1523.64,11.800000000000011,2.473,0.5,117,603872245,-40748080,268,295.0,,,938.0,2026-06-16 07:23:11+00:00,1,,10,117,2429,86,,89.1,9.49
158307,running,79,32.7,1525.86,11.800000000000011,2.473,0.5,118,603872318,-40748429,268,295.0,,,938.0,2026-06-16 07:23:12+00:00,1,,12,118,2465,86,,89.1,9.49
158575,running,79,31.73,1528.33,12.0,2.463,0.5,118,603872423,-40748814,268,295.0,,,935.0,2026-06-16 07:23:13+00:00,1,,12,118,2455,86,,89.0,9.52
158842,running,79,31.73,1530.56,12.0,2.454,0.5,118,603872525,-40749133,267,295.0,,,931.0,2026-06-16 07:23:14+00:00,1,,12,118,2446,86,,88.9,9.54
159109,running,79,28.92,1532.43,12.0,2.454,0.5,118,603872543,-40749410,267,295.0,,,931.0,2026-06-16 07:23:15+00:00,1,,12,118,2446,86,,88.9,9.54
159375,running,79,28.38,1534.66,12.0,2.445,0.5,117,603872626,-40749817,266,295.0,,,928.0,2026-06-16 07:23:16+00:00,1,,16,117,2437,86,,88.8,9.57
159639,running,79,28.25,1536.69,12.0,2.426,0.5,118,603872715,-40750136,264,292.0,,,909.0,2026-06-16 07:23:17+00:00,1,,17,118,2419,86,,87.0,9.57
159902,running,79,28.24,1538.62,12.0,2.417,0.5,118,603872756,-40750432,263,292.0,,,906.0,2026-06-16 07:23:18+00:00,1,,17,118,2410,86,,86.9,9.59
160165,running,79,28.24,1541.09,12.0,2.407,0.5,118,603872825,-40750894,263,296.0,,,914.0,2026-06-16 07:23:19+00:00,1,,17,118,2401,86,,88.1,9.63
160427,running,79,28.24,1543.47,12.0,2.398,0.5,118,603872907,-40751277,262,297.0,,,910.0,2026-06-16 07:23:20+00:00,1,,17,118,2391,86,,87.6,9.62
160689,running,78,27.62,1545.56,11.800000000000011,2.398,0.5,118,603872924,-40751586,262,297.0,,,910.0,2026-06-16 07:23:21+00:00,1,,17,118,2391,86,,87.6,9.62
160950,running,78,27.37,1548.25,11.800000000000011,2.389,0.5,119,603873022,-40752074,261,301.0,,,918.0,2026-06-16 07:23:22+00:00,1,,17,119,2382,86,,88.7,9.66
161211,running,78,27.37,1550.75,11.800000000000011,2.389,0.5,119,603873086,-40752471,261,301.0,,,918.0,2026-06-16 07:23:23+00:00,1,,17,119,2382,86,,88.7,9.66
161472,running,79,26.5,1553.16,11.800000000000011,2.389,0.5,120,603873115,-40752835,261,297.0,,,907.0,2026-06-16 07:23:24+00:00,1,,9,120,2382,86,,87.5,9.65
161734,running,79,26.5,1555.77,11.800000000000011,2.398,0.5,120,603873169,-40753307,262,297.0,,,910.0,2026-06-16 07:23:25+00:00,1,,9,120,2391,86,,87.6,9.62
161996,running,80,25.97,1558.27,12.0,2.398,0.0,120,603873250,-40753672,262,293.0,,,899.0,2026-06-16 07:23:26+00:00,1,,9,120,2394,86,,86.4,9.61
162259,running,80,25.89,1560.43,12.0,2.398,0.5,119,603873280,-40753999,263,293.0,,,899.0,2026-06-16 07:23:27+00:00,1,,5,119,2394,86,,86.4,9.61
162522,running,80,25.73,1563.0,12.0,2.398,0.5,119,603873406,-40754450,263,293.0,,,899.0,2026-06-16 07:23:28+00:00,1,,5,119,2394,86,,86.4,9.61
162786,running,80,25.73,1565.2,12.0,2.407,0.5,119,603873480,-40754797,264,293.0,,,902.0,2026-06-16 07:23:29+00:00,1,,5,119,2403,86,,86.5,9.58
163049,running,80,25.89,1567.71,12.0,2.398,0.5,119,603873528,-40755160,263,293.0,,,899.0,2026-06-16 07:23:30+00:00,1,,5,119,2394,86,,86.4,9.61
163313,running,80,25.89,1570.25,11.800000000000011,2.407,0.5,119,603873646,-40755605,264,293.0,,,902.0,2026-06-16 07:23:31+00:00,1,,5,119,2403,86,,86.5,9.58
163577,running,80,25.89,1572.2,11.800000000000011,2.407,0.5,119,603873698,-40755902,264,293.0,,,902.0,2026-06-16 07:23:32+00:00,1,,5,119,2403,86,,86.5,9.58
163841,running,80,25.89,1574.31,11.800000000000011,2.407,0.5,118,603873718,-40756249,264,293.0,,,902.0,2026-06-16 07:23:33+00:00,1,,6,118,2403,86,,86.5,9.58
164103,running,81,25.89,1576.97,11.800000000000011,2.398,0.5,118,603873851,-40756687,262,289.0,,,888.0,2026-06-16 07:23:34+00:00,1,,6,118,2394,86,,85.2,9.6
164365,running,81,25.89,1579.26,11.800000000000011,2.398,0.5,119,603873965,-40757012,262,289.0,,,888.0,2026-06-16 07:23:35+00:00,1,,7,119,2390,86,,85.2,9.6
164627,running,80,25.89,1581.61,11.800000000000011,2.398,0.5,119,603874027,-40757371,262,293.0,,,899.0,2026-06-16 07:23:36+00:00,1,,7,119,2390,86,,86.4,9.61
164889,running,80,25.89,1583.96,11.600000000000023,2.398,0.5,119,603874145,-40757788,262,293.0,,,899.0,2026-06-16 07:23:37+00:00,1,,7,119,2390,86,,86.4,9.61
165150,running,80,25.89,1586.51,11.600000000000023,2.389,0.5,119,603874214,-40758162,261,293.0,,,895.0,2026-06-16 07:23:38+00:00,1,,7,119,2380,86,,86.3,9.63
165411,running,80,25.89,1588.64,11.600000000000023,2.389,0.5,119,603874270,-40758504,261,293.0,,,895.0,2026-06-16 07:23:39+00:00,1,,7,119,2380,86,,86.3,9.63
165671,running,80,25.73,1591.12,11.600000000000023,2.389,0.5,120,603874375,-40758932,260,293.0,,,895.0,2026-06-16 07:23:40+00:00,1,,10,120,2368,86,,86.3,9.63
165931,running,80,25.3,1593.32,11.600000000000023,2.389,0.5,120,603874412,-40759274,260,293.0,,,895.0,2026-06-16 07:23:41+00:00,1,,10,120,2368,86,,86.3,9.63
166191,running,80,24.84,1595.73,11.600000000000023,2.389,0.5,120,603874458,-40759636,260,293.0,,,895.0,2026-06-16 07:23:42+00:00,1,,10,120,2368,86,,86.3,9.63
166451,running,80,24.84,1598.07,11.600000000000023,2.389,0.5,120,603874598,-40760067,260,293.0,,,895.0,2026-06-16 07:23:43+00:00,1,,10,120,2368,86,,86.3,9.63
166710,running,80,25.3,1599.98,11.399999999999977,2.389,0.0,121,603874647,-40760334,259,293.0,,,895.0,2026-06-16 07:23:44+00:00,1,,5,121,2357,86,,86.3,9.63
166969,running,79,25.3,1602.31,11.399999999999977,2.389,0.5,120,603874725,-40760748,259,297.0,,,907.0,2026-06-16 07:23:45+00:00,1,,5,120,2357,86,,87.5,9.65
167226,running,79,25.3,1605.05,11.399999999999977,2.37,0.5,120,603874824,-40761192,257,297.0,,,899.0,2026-06-16 07:23:46+00:00,1,,5,120,2339,86,,87.3,9.7
167483,running,80,25.3,1607.47,11.399999999999977,2.37,0.5,120,603874872,-40761565,257,293.0,,,888.0,2026-06-16 07:23:47+00:00,1,,5,120,2339,86,,86.1,9.69
167741,running,80,25.3,1609.94,11.600000000000023,2.379,0.5,120,603874905,-40761986,258,293.0,,,892.0,2026-06-16 07:23:48+00:00,1,,5,120,2348,86,,86.2,9.66
168000,running,80,25.3,1612.33,11.600000000000023,2.379,0.5,120,603874959,-40762410,259,293.0,,,892.0,2026-06-16 07:23:49+00:00,1,,5,120,2348,86,,86.2,9.66
168260,running,80,25.3,1614.39,11.800000000000011,2.379,0.5,120,603874947,-40762703,260,293.0,,,892.0,2026-06-16 07:23:50+00:00,1,,5,120,2348,86,,86.2,9.66
168519,running,81,25.89,1616.97,11.800000000000011,2.379,0.5,120,603874976,-40763210,259,287.0,,,870.0,2026-06-16 07:23:51+00:00,1,,5,120,2348,86,,83.3,9.57
168778,running,81,25.89,1619.77,11.800000000000011,2.379,0.5,120,603875060,-40763691,259,287.0,,,870.0,2026-06-16 07:23:52+00:00,1,,5,120,2348,86,,83.3,9.57
169037,running,81,25.97,1622.53,11.800000000000011,2.379,0.5,120,603875067,-40764083,259,287.0,,,870.0,2026-06-16 07:23:53+00:00,1,,5,120,2348,86,,83.3,9.57
169299,running,80,27.1,1625.41,11.800000000000011,2.389,0.0,120,603875157,-40764605,262,293.0,,,895.0,2026-06-16 07:23:54+00:00,1,,5,120,2405,86,,86.3,9.63
169563,running,80,27.1,1627.81,11.800000000000011,2.398,0.0,119,603875306,-40764962,264,293.0,,,899.0,2026-06-16 07:23:55+00:00,1,,16,119,2414,86,,86.4,9.61
169830,running,80,27.84,1630.36,11.800000000000011,2.407,0.0,120,603875394,-40765314,267,293.0,,,902.0,2026-06-16 07:23:56+00:00,1,,17,120,2424,86,,86.5,9.58
170100,running,80,29.81,1632.85,11.800000000000011,2.417,0.0,120,603875554,-40765703,270,292.0,,,906.0,2026-06-16 07:23:57+00:00,1,,17,120,2433,86,,86.9,9.59
170370,running,80,29.81,1635.37,11.800000000000011,2.417,0.0,120,603875751,-40766030,270,292.0,,,906.0,2026-06-16 07:23:58+00:00,1,,17,120,2433,86,,86.9,9.59
170640,running,80,30.11,1637.71,11.800000000000011,2.417,0.5,120,603875849,-40766319,270,292.0,,,906.0,2026-06-16 07:23:59+00:00,1,,17,120,2433,86,,86.9,9.59
170912,running,80,31.56,1640.23,12.0,2.426,0.5,120,603876029,-40766698,272,292.0,,,909.0,2026-06-16 07:24:00+00:00,1,,17,120,2443,86,,87.0,9.57
171184,running,80,32.41,1642.45,12.0,2.426,0.5,120,603876222,-40766988,272,292.0,,,909.0,2026-06-16 07:24:01+00:00,1,,17,120,2443,86,,87.0,9.57
171456,running,80,32.85,1644.36,12.0,2.426,0.5,120,603876330,-40767246,272,292.0,,,909.0,2026-06-16 07:24:02+00:00,1,,17,120,2443,86,,87.0,9.57
171729,running,78,33.43,1647.18,12.0,2.426,0.5,120,603876545,-40767608,273,300.0,,,933.0,2026-06-16 07:24:03+00:00,1,,17,120,2443,86,,89.5,9.6
172003,running,78,35.04,1650.06,12.0,2.426,0.5,120,603876758,-40767937,274,300.0,,,933.0,2026-06-16 07:24:04+00:00,1,,17,120,2443,86,,89.5,9.6
172277,running,79,36.59,1652.46,12.0,2.426,0.5,120,603876862,-40768259,274,296.0,,,921.0,2026-06-16 07:24:05+00:00,1,,17,120,2443,86,,88.3,9.58
172553,running,80,45.94,1654.63,12.0,2.435,0.0,120,603876970,-40768593,276,292.0,,,913.0,2026-06-16 07:24:06+00:00,1,,17,120,2452,86,,87.1,9.54
172829,running,80,47.32,1656.81,12.0,2.435,0.5,120,603877146,-40768921,276,292.0,,,913.0,2026-06-16 07:24:07+00:00,1,,17,120,2452,86,,87.1,9.54
173104,running,80,47.32,1658.8,12.0,2.426,0.5,121,603877216,-40769215,275,292.0,,,909.0,2026-06-16 07:24:08+00:00,1,,31,121,2443,86,,87.0,9.57
173380,running,80,47.32,1661.34,12.200000000000045,2.426,0.5,121,603877279,-40769617,276,292.0,,,909.0,2026-06-16 07:24:09+00:00,1,,31,121,2466,86,,87.0,9.57
173656,running,80,47.32,1663.75,12.200000000000045,2.417,0.5,121,603877335,-40770050,276,292.0,,,906.0,2026-06-16 07:24:10+00:00,1,,31,121,2457,86,,86.9,9.59
173932,running,80,47.32,1665.8,12.200000000000045,2.417,0.0,121,603877355,-40770351,276,292.0,,,906.0,2026-06-16 07:24:11+00:00,1,,31,121,2457,86,,86.9,9.59
174209,running,80,47.32,1667.99,12.200000000000045,2.417,0.0,121,603877357,-40770750,277,292.0,,,906.0,2026-06-16 07:24:12+00:00,1,,31,121,2457,86,,86.9,9.59
174485,running,80,47.32,1670.35,12.200000000000045,2.407,0.5,121,603877422,-40771139,276,293.0,,,902.0,2026-06-16 07:24:13+00:00,1,,31,121,2447,86,,86.5,9.58
174761,running,80,49.83,1672.42,12.200000000000045,2.407,0.5,121,603877445,-40771482,276,293.0,,,902.0,2026-06-16 07:24:14+00:00,1,,31,121,2447,86,,86.5,9.58
175037,running,80,49.83,1675.51,12.200000000000045,2.407,0.5,122,603877572,-40771984,276,293.0,,,902.0,2026-06-16 07:24:15+00:00,1,,23,122,2447,86,,86.5,9.58
175314,running,80,49.83,1678.39,12.200000000000045,2.407,0.5,122,603877675,-40772407,277,293.0,,,902.0,2026-06-16 07:24:16+00:00,1,,23,122,2447,86,,86.5,9.58
175591,running,80,50.35,1680.64,12.200000000000045,2.407,0.5,122,603877703,-40772749,277,293.0,,,902.0,2026-06-16 07:24:17+00:00,1,,23,122,2447,86,,86.5,9.58
175870,running,80,53.07,1683.07,12.200000000000045,2.417,0.5,122,603877728,-40773203,279,292.0,,,906.0,2026-06-16 07:24:18+00:00,1,,23,122,2457,86,,86.9,9.59
176149,running,79,53.47,1685.31,12.200000000000045,2.417,0.5,122,603877774,-40773602,279,292.0,,,906.0,2026-06-16 07:24:19+00:00,1,,23,122,2440,86,,86.9,9.59
176428,running,79,56.1,1687.7,12.200000000000045,2.417,0.5,121,603877753,-40773947,279,292.0,,,906.0,2026-06-16 07:24:20+00:00,1,,18,121,2440,86,,86.9,9.59
176707,running,79,56.1,1689.88,12.200000000000045,2.417,0.5,122,603877823,-40774340,279,296.0,,,917.0,2026-06-16 07:24:21+00:00,1,,19,122,2440,86,,88.2,9.61
