accumulated_power,activity_type,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,timestamp,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_90,vertical_oscillation,vertical_ratio
290017,running,77,52.53,2707.22,11.0,2.417,0.5,121,603885652,-40846898,271,300.0,,,929.0,2026-06-16 07:31:31+00:00,1,,46,121,2445,84,,89.4,9.62
290286,running,77,52.53,2709.69,11.0,2.417,0.5,120,603885492,-40846527,269,300.0,,,929.0,2026-06-16 07:31:32+00:00,1,,52,120,2445,84,,89.4,9.62
290551,running,77,52.53,2712.17,10.800000000000011,2.398,0.5,121,603885347,-40846178,265,300.0,,,922.0,2026-06-16 07:31:33+00:00,1,,53,121,2426,84,,89.2,9.67
290815,running,79,52.53,2714.55,10.800000000000011,2.398,0.5,121,603885249,-40845834,264,297.0,,,910.0,2026-06-16 07:31:34+00:00,1,,53,121,2426,84,,87.6,9.62
291078,running,79,52.53,2717.41,10.800000000000011,2.398,0.5,120,603885072,-40845387,263,297.0,,,910.0,2026-06-16 07:31:35+00:00,1,,53,120,2397,84,,87.6,9.62
291341,running,78,52.53,2719.99,10.800000000000011,2.398,0.5,120,603884926,-40845064,263,297.0,,,910.0,2026-06-16 07:31:36+00:00,1,,53,120,2397,84,,87.6,9.62
291607,running,78,52.53,2722.48,10.800000000000011,2.417,0.5,120,603884826,-40844721,266,296.0,,,917.0,2026-06-16 07:31:37+00:00,1,,53,120,2416,84,,88.2,9.61
291873,running,79,52.53,2724.74,10.800000000000011,2.417,0.5,120,603884651,-40844380,266,296.0,,,917.0,2026-06-16 07:31:38+00:00,1,,53,120,2416,84,,88.2,9.61
292138,running,79,0.0,2727.06,10.800000000000011,2.417,0.5,120,603884513,-40844051,265,296.0,,,917.0,2026-06-16 07:31:39+00:00,1,,53,120,2416,84,,88.2,9.61
292403,running,79,52.85,2729.06,10.600000000000023,2.417,0.5,120,603884383,-40843749,265,296.0,,,917.0,2026-06-16 07:31:40+00:00,1,,53,120,2416,84,,88.2,9.61
292665,running,80,52.85,2731.54,10.600000000000023,2.407,0.5,120,603884140,-40843405,262,293.0,,,902.0,2026-06-16 07:31:41+00:00,1,,53,120,2407,84,,86.5,9.58
292927,running,80,52.85,2733.97,10.600000000000023,2.407,0.5,120,603883933,-40843134,262,293.0,,,902.0,2026-06-16 07:31:42+00:00,1,,53,120,2407,84,,86.5,9.58
293189,running,79,63.28,2736.18,10.800000000000011,2.407,0.5,120,603883810,-40842861,262,293.0,,,902.0,2026-06-16 07:31:43+00:00,1,,53,120,2407,84,,86.5,9.58
293453,running,79,63.56,2737.96,10.800000000000011,2.407,0.5,120,603883698,-40842650,264,296.0,,,914.0,2026-06-16 07:31:44+00:00,1,,53,120,2407,84,,88.1,9.63
293716,running,79,63.56,2740.11,11.0,2.398,0.5,120,603883551,-40842319,263,297.0,,,910.0,2026-06-16 07:31:45+00:00,1,,53,120,2397,84,,87.6,9.62
293978,running,80,63.77,2742.34,11.0,2.389,0.5,120,603883440,-40842069,262,293.0,,,895.0,2026-06-16 07:31:46+00:00,1,,53,120,2388,84,,86.3,9.63
294240,running,80,63.56,2744.86,11.0,2.389,0.5,120,603883360,-40841706,262,293.0,,,895.0,2026-06-16 07:31:47+00:00,1,,53,120,2388,84,,86.3,9.63
294501,running,80,63.56,2747.44,11.199999999999989,2.379,0.5,121,603883161,-40841320,261,293.0,,,892.0,2026-06-16 07:31:48+00:00,1,,54,121,2379,84,,86.2,9.66
294763,running,79,63.56,2750.01,11.0,2.379,0.5,121,603883030,-40840986,262,297.0,,,903.0,2026-06-16 07:31:49+00:00,1,,54,121,2379,84,,87.4,9.67
295027,running,78,63.77,2752.52,11.0,2.389,0.5,121,603882929,-40840665,264,297.0,,,907.0,2026-06-16 07:31:50+00:00,1,,54,121,2419,84,,87.5,9.65
295293,running,77,63.77,2755.47,11.199999999999989,2.389,0.5,121,603882806,-40840152,266,301.0,,,918.0,2026-06-16 07:31:51+00:00,1,,54,121,2419,84,,88.7,9.66
295560,running,77,63.77,2757.88,11.199999999999989,2.389,0.5,120,603882675,-40839864,267,301.0,,,918.0,2026-06-16 07:31:52+00:00,1,,57,120,2419,84,,88.7,9.66
295830,running,78,63.77,2760.3,11.199999999999989,2.398,0.5,121,603882553,-40839533,270,300.0,,,922.0,2026-06-16 07:31:53+00:00,1,,57,121,2429,84,,89.2,9.67
296100,running,78,63.77,2763.2,11.199999999999989,2.398,0.5,121,603882487,-40839003,270,300.0,,,922.0,2026-06-16 07:31:54+00:00,1,,57,121,2429,84,,89.2,9.67
296370,running,78,63.77,2765.29,11.199999999999989,2.398,0.5,121,603882489,-40838673,270,297.0,,,910.0,2026-06-16 07:31:55+00:00,1,,57,121,2429,84,,87.6,9.62
296641,running,78,63.77,2767.65,11.199999999999989,2.398,0.5,121,603882411,-40838289,271,300.0,,,922.0,2026-06-16 07:31:56+00:00,1,,57,121,2429,84,,89.2,9.67
296915,running,78,63.77,2770.55,11.399999999999977,2.407,0.5,120,603882285,-40837812,274,296.0,,,914.0,2026-06-16 07:31:57+00:00,1,,62,120,2438,84,,88.1,9.63
297191,running,79,63.77,2772.94,11.399999999999977,2.407,0.5,121,603882187,-40837483,276,296.0,,,914.0,2026-06-16 07:31:58+00:00,1,,63,121,2438,84,,88.1,9.63
297469,running,79,63.77,2775.68,11.399999999999977,2.417,0.5,121,603882100,-40837078,278,296.0,,,917.0,2026-06-16 07:31:59+00:00,1,,63,121,2448,84,,88.2,9.61
297746,running,79,63.77,2778.19,11.399999999999977,2.417,0.5,121,603881933,-40836608,277,296.0,,,917.0,2026-06-16 07:32:00+00:00,1,,63,121,2431,83,,88.2,9.61
298022,running,80,63.77,2780.3,11.199999999999989,2.426,0.5,121,603881910,-40836339,276,292.0,,,909.0,2026-06-16 07:32:01+00:00,1,,63,121,2441,83,,87.0,9.57
298297,running,80,65.88,2782.42,11.199999999999989,2.426,0.5,121,603881837,-40835982,275,292.0,,,909.0,2026-06-16 07:32:02+00:00,1,,63,121,2441,83,,87.0,9.57
298569,running,80,65.88,2784.92,11.199999999999989,2.417,0.5,121,603881755,-40835517,272,289.0,,,895.0,2026-06-16 07:32:03+00:00,1,,63,121,2431,83,,85.4,9.54
298840,running,81,65.88,2787.33,11.0,2.417,0.5,121,603881663,-40835176,271,289.0,,,895.0,2026-06-16 07:32:04+00:00,1,,63,121,2431,83,,85.4,9.54
299110,running,81,63.77,2789.73,11.199999999999989,2.417,0.5,122,603881573,-40834791,270,289.0,,,895.0,2026-06-16 07:32:05+00:00,1,,66,122,2431,83,,85.4,9.54
299381,running,80,63.77,2792.34,11.199999999999989,2.417,0.5,122,603881485,-40834350,271,292.0,,,906.0,2026-06-16 07:32:06+00:00,1,,66,122,2431,83,,86.9,9.59
299653,running,80,63.77,2794.64,11.199999999999989,2.417,0.5,122,603881392,-40834017,272,292.0,,,906.0,2026-06-16 07:32:07+00:00,1,,66,122,2431,83,,86.9,9.59
299926,running,80,63.77,2796.83,11.399999999999977,2.417,0.5,121,603881287,-40833659,273,292.0,,,906.0,2026-06-16 07:32:08+00:00,1,,64,121,2431,83,,86.9,9.59
300199,running,80,63.77,2799.42,11.399999999999977,2.417,0.0,122,603881138,-40833214,273,292.0,,,906.0,2026-06-16 07:32:09+00:00,1,,64,122,2431,83,,86.9,9.59
300472,running,80,63.77,2801.49,11.600000000000023,2.407,0.0,122,603881082,-40832933,273,293.0,,,902.0,2026-06-16 07:32:10+00:00,1,,64,122,2423,83,,86.5,9.58
300747,running,80,63.77,2804.25,11.600000000000023,2.407,0.5,121,603881019,-40832500,275,293.0,,,902.0,2026-06-16 07:32:11+00:00,1,,61,121,2423,83,,86.5,9.58
301022,running,80,63.77,2807.51,11.600000000000023,2.407,0.5,121,603880978,-40831892,275,293.0,,,902.0,2026-06-16 07:32:12+00:00,1,,61,121,2423,83,,86.5,9.58
301298,running,79,63.77,2809.96,11.600000000000023,2.407,0.5,121,603881034,-40831573,276,293.0,,,902.0,2026-06-16 07:32:13+00:00,1,,61,121,2423,83,,86.5,9.58
301580,running,79,63.77,2812.32,11.800000000000011,2.435,0.5,122,603881023,-40831188,282,296.0,,,924.0,2026-06-16 07:32:14+00:00,1,,59,122,2451,83,,88.4,9.56
301862,running,79,63.56,2814.55,11.800000000000011,2.435,0.5,121,603881006,-40830746,282,296.0,,,924.0,2026-06-16 07:32:15+00:00,1,,59,121,2474,83,,88.4,9.56
302144,running,79,63.28,2816.88,11.600000000000023,2.435,0.5,122,603880928,-40830386,282,296.0,,,924.0,2026-06-16 07:32:16+00:00,1,,60,122,2474,83,,88.4,9.56
302424,running,79,63.28,2819.17,11.600000000000023,2.426,0.5,122,603880878,-40830022,280,296.0,,,921.0,2026-06-16 07:32:17+00:00,1,,60,122,2465,83,,88.3,9.58
302704,running,79,63.28,2821.9,11.600000000000023,2.426,0.5,122,603880789,-40829540,280,296.0,,,921.0,2026-06-16 07:32:18+00:00,1,,60,122,2465,83,,88.3,9.58
302983,running,80,63.28,2824.26,11.600000000000023,2.426,0.5,122,603880726,-40829182,279,292.0,,,909.0,2026-06-16 07:32:19+00:00,1,,60,122,2465,83,,87.0,9.57
303263,running,79,63.28,2826.76,11.800000000000011,2.426,0.5,122,603880630,-40828816,280,296.0,,,921.0,2026-06-16 07:32:20+00:00,1,,60,122,2487,83,,88.3,9.58
303543,running,80,63.28,2829.31,11.800000000000011,2.426,0.5,122,603880516,-40828369,280,292.0,,,909.0,2026-06-16 07:32:21+00:00,1,,60,122,2487,83,,87.0,9.57
303824,running,79,63.28,2831.55,11.800000000000011,2.426,0.5,123,603880403,-40828069,281,296.0,,,921.0,2026-06-16 07:32:22+00:00,1,,59,123,2487,83,,88.3,9.58
304105,running,80,63.28,2833.99,12.0,2.426,0.5,124,603880319,-40827693,281,292.0,,,909.0,2026-06-16 07:32:23+00:00,1,,52,124,2487,83,,87.0,9.57
304387,running,80,63.28,2836.74,12.0,2.426,0.5,124,603880220,-40827211,282,292.0,,,909.0,2026-06-16 07:32:24+00:00,1,,52,124,2487,83,,87.0,9.57
304670,running,80,63.28,2839.13,12.200000000000045,2.426,0.5,124,603880123,-40826880,283,292.0,,,909.0,2026-06-16 07:32:25+00:00,1,,52,124,2487,83,,87.0,9.57
304955,running,80,63.28,2841.43,12.200000000000045,2.426,0.5,125,603880073,-40826509,285,292.0,,,909.0,2026-06-16 07:32:26+00:00,1,,47,125,2487,83,,87.0,9.57
305240,running,79,63.28,2843.71,12.200000000000045,2.426,0.5,125,603879992,-40826126,285,296.0,,,921.0,2026-06-16 07:32:27+00:00,1,,47,125,2487,83,,88.3,9.58
305525,running,79,63.28,2845.91,12.200000000000045,2.426,0.5,125,603879815,-40825836,285,296.0,,,921.0,2026-06-16 07:32:28+00:00,1,,47,125,2487,83,,88.3,9.58
305810,running,79,63.28,2847.93,12.200000000000045,2.426,0.5,125,603879728,-40825535,285,296.0,,,921.0,2026-06-16 07:32:29+00:00,1,,47,125,2487,83,,88.3,9.58
306094,running,78,63.23,2849.99,12.0,2.417,0.5,125,603879612,-40825234,284,296.0,,,917.0,2026-06-16 07:32:30+00:00,1,,47,125,2478,83,,88.2,9.61
306377,running,78,63.23,2852.53,12.0,2.407,0.5,125,603879457,-40824828,283,296.0,,,914.0,2026-06-16 07:32:31+00:00,1,,47,125,2468,83,,88.1,9.63
306659,running,78,63.23,2854.79,12.0,2.398,0.5,126,603879397,-40824513,282,297.0,,,910.0,2026-06-16 07:32:32+00:00,1,,48,126,2459,83,,87.6,9.62
306942,running,79,60.98,2857.0,12.200000000000045,2.398,0.0,125,603879359,-40824122,283,297.0,,,910.0,2026-06-16 07:32:33+00:00,1,,49,125,2459,83,,87.6,9.62
307225,running,79,53.61,2859.71,12.200000000000045,2.389,0.0,125,603879288,-40823674,283,297.0,,,907.0,2026-06-16 07:32:34+00:00,1,,49,125,2449,83,,87.5,9.65
307509,running,78,53.61,2862.1,12.200000000000045,2.389,0.0,126,603879174,-40823285,284,301.0,,,918.0,2026-06-16 07:32:35+00:00,1,,51,126,2447,83,,88.7,9.66
307795,running,77,51.89,2864.22,12.399999999999977,2.389,0.5,125,603879145,-40822982,286,305.0,,,930.0,2026-06-16 07:32:36+00:00,1,,52,125,2447,83,,90.0,9.68
308082,running,77,51.89,2866.53,12.399999999999977,2.389,0.0,125,603879116,-40822598,287,305.0,,,930.0,2026-06-16 07:32:37+00:00,1,,52,125,2447,83,,90.0,9.68
308368,running,76,51.89,2868.6,12.399999999999977,2.379,0.0,126,603879077,-40822205,286,310.0,,,939.0,2026-06-16 07:32:38+00:00,1,,53,126,2438,83,,90.9,9.68
308654,running,76,51.12,2870.69,12.399999999999977,2.379,0.0,126,603879097,-40821862,286,310.0,,,939.0,2026-06-16 07:32:39+00:00,1,,53,126,2438,83,,90.9,9.68
308937,running,77,46.81,2873.27,12.200000000000045,2.37,0.5,126,603879109,-40821427,283,301.0,,,911.0,2026-06-16 07:32:40+00:00,1,,53,126,2401,83,,88.5,9.71
309217,running,78,46.3,2875.76,12.200000000000045,2.361,0.5,125,603879091,-40820967,280,301.0,,,907.0,2026-06-16 07:32:41+00:00,1,,54,125,2391,83,,88.4,9.74
309497,running,78,46.1,2878.11,12.200000000000045,2.361,0.5,125,603879103,-40820614,280,301.0,,,907.0,2026-06-16 07:32:42+00:00,1,,54,125,2391,83,,88.4,9.74
309774,running,79,46.1,2880.85,12.200000000000045,2.361,0.5,125,603879074,-40820137,277,297.0,,,896.0,2026-06-16 07:32:43+00:00,1,,54,125,2391,83,,87.2,9.73
310049,running,79,44.21,2883.7,12.200000000000045,2.37,0.5,125,603879031,-40819678,275,297.0,,,899.0,2026-06-16 07:32:44+00:00,1,,54,125,2401,83,,87.3,9.7
310325,running,79,44.21,2886.22,12.200000000000045,2.379,0.5,126,603879010,-40819270,276,297.0,,,903.0,2026-06-16 07:32:45+00:00,1,,54,126,2402,83,,87.4,9.67
310604,running,79,44.21,2889.37,12.200000000000045,2.407,0.5,125,603878918,-40818727,279,296.0,,,914.0,2026-06-16 07:32:46+00:00,1,,55,125,2431,83,,88.1,9.63
310883,running,80,44.21,2891.85,12.200000000000045,2.417,0.5,125,603878830,-40818395,279,289.0,,,895.0,2026-06-16 07:32:47+00:00,1,,55,125,2440,83,,85.4,9.54
311164,running,81,43.96,2894.2,12.200000000000045,2.445,0.5,126,603878771,-40818025,281,285.0,,,894.0,2026-06-16 07:32:48+00:00,1,,55,126,2468,83,,84.6,9.46
311444,running,82,43.96,2896.79,12.399999999999977,2.445,0.5,125,603878665,-40817582,280,285.0,,,894.0,2026-06-16 07:32:49+00:00,1,,54,125,2468,83,,84.6,9.46
311723,running,82,43.96,2898.85,12.399999999999977,2.445,0.5,126,603878624,-40817247,279,285.0,,,894.0,2026-06-16 07:32:50+00:00,1,,53,126,2468,83,,84.6,9.46
312002,running,82,43.96,2900.87,12.399999999999977,2.445,0.5,125,603878615,-40816897,279,285.0,,,894.0,2026-06-16 07:32:51+00:00,1,,52,125,2468,83,,84.6,9.46
312278,running,82,42.26,2903.57,12.399999999999977,2.426,0.5,125,603878555,-40816383,276,285.0,,,887.0,2026-06-16 07:32:52+00:00,1,,52,125,2449,83,,84.4,9.51
312552,running,81,39.42,2906.3,12.399999999999977,2.417,0.5,125,603878492,-40816001,274,286.0,,,884.0,2026-06-16 07:32:53+00:00,1,,52,125,2450,83,,84.0,9.5
312826,running,81,36.71,2908.67,12.399999999999977,2.417,0.0,126,603878482,-40815611,274,289.0,,,895.0,2026-06-16 07:32:54+00:00,1,,53,126,2450,83,,85.4,9.54
313102,running,80,36.29,2911.52,12.399999999999977,2.426,0.5,125,603878359,-40815100,276,292.0,,,909.0,2026-06-16 07:32:55+00:00,1,,54,125,2460,83,,87.0,9.57
313379,running,79,36.17,2913.97,12.399999999999977,2.435,0.5,125,603878343,-40814741,277,296.0,,,924.0,2026-06-16 07:32:56+00:00,1,,54,125,2469,83,,88.4,9.56
313657,running,79,35.71,2916.62,12.399999999999977,2.445,0.5,125,603878286,-40814289,278,295.0,,,928.0,2026-06-16 07:32:57+00:00,1,,54,125,2479,83,,88.8,9.57
313934,running,80,35.49,2919.12,12.399999999999977,2.445,0.5,125,603878214,-40813870,277,292.0,,,916.0,2026-06-16 07:32:58+00:00,1,,54,125,2479,83,,87.2,9.52
314210,running,80,35.71,2921.21,12.600000000000023,2.445,0.5,126,603878156,-40813574,276,288.0,,,905.0,2026-06-16 07:32:59+00:00,1,,57,126,2479,83,,86.1,9.51
314486,running,81,0.0,2923.51,12.600000000000023,2.445,0.5,125,603878055,-40813159,276,288.0,,,905.0,2026-06-16 07:33:00+00:00,1,,58,125,2479,83,,86.1,9.51
314761,running,81,36.17,2926.18,12.600000000000023,2.435,0.5,125,603877962,-40812743,275,285.0,,,890.0,2026-06-16 07:33:01+00:00,1,,58,125,2469,83,,84.5,9.48
315036,running,81,36.29,2928.2,12.600000000000023,2.435,0.5,125,603877919,-40812445,275,285.0,,,890.0,2026-06-16 07:33:02+00:00,1,,58,125,2469,83,,84.5,9.48
315312,running,81,39.42,2930.5,12.600000000000023,2.435,0.5,125,603877852,-40812048,276,289.0,,,901.0,2026-06-16 07:33:03+00:00,1,,58,125,2469,83,,85.6,9.49
315588,running,80,39.42,2933.02,12.600000000000023,2.426,0.5,125,603877649,-40811645,276,292.0,,,909.0,2026-06-16 07:33:04+00:00,1,,58,125,2460,83,,87.0,9.57
315864,running,80,39.42,2935.46,12.600000000000023,2.426,0.5,125,603877525,-40811259,276,292.0,,,909.0,2026-06-16 07:33:05+00:00,1,,58,125,2460,83,,87.0,9.57
316141,running,80,39.42,2937.62,12.600000000000023,2.426,0.5,125,603877407,-40810951,277,292.0,,,909.0,2026-06-16 07:33:06+00:00,1,,58,125,2460,83,,87.0,9.57
316419,running,80,0.0,2939.4,12.799999999999955,2.426,0.5,126,603877301,-40810691,278,292.0,,,909.0,2026-06-16 07:33:07+00:00,1,,63,126,2464,83,,87.0,9.57
316419,running,0,29.71,2940.98,12.200000000000045,0.0,0.0,81,603877086,-40810342,,,,,,2026-06-16 07:35:02+00:00,1,,7,81,0,83,,,
316419,running,0,29.71,2943.51,12.200000000000045,0.0,0.0,81,603877013,-40809865,0,,,,,2026-06-16 07:35:03+00:00,1,,7,81,0,83,,,
316419,running,0,29.71,2946.11,12.200000000000045,1.418,0.0,81,603876940,-40809463,0,,,,,2026-06-16 07:35:04+00:00,1,,7,81,1418,83,,,
316682,running,71,29.71,2949.38,12.200000000000045,2.351,0.5,82,603876854,-40808909,263,331.0,,,979.0,2026-06-16 07:35:05+00:00,1,,11,82,2351,83,,94.5,9.65
316972,running,71,29.71,2952.32,12.200000000000045,2.547,0.5,82,603876781,-40808463,290,327.0,,,1061.0,2026-06-16 07:35:06+00:00,1,,11,82,2587,83,,99.0,9.33
317294,running,71,29.71,2955.32,12.200000000000045,2.771,0.5,83,603876693,-40807974,322,321.0,,,1154.0,2026-06-16 07:35:07+00:00,1,,13,83,2815,83,,104.5,9.05
317613,running,87,30.71,2958.27,12.200000000000045,2.79,0.0,83,603876619,-40807532,319,263.0,,,962.0,2026-06-16 07:35:08+00:00,1,,13,83,2834,83,,82.7,8.59
317931,running,88,30.71,2961.6,12.200000000000045,2.79,0.0,84,603876478,-40806968,318,261.0,,,951.0,2026-06-16 07:35:09+00:00,1,,12,84,2834,83,,81.1,8.52
318248,running,88,30.71,2964.48,12.200000000000045,2.846,0.5,85,603876398,-40806571,317,260.0,,,970.0,2026-06-16 07:35:10+00:00,1,,13,85,2927,83,,81.7,8.42
318563,running,89,30.76,2967.88,12.200000000000045,2.911,0.0,86,603876296,-40805976,315,256.0,,,981.0,2026-06-16 07:35:11+00:00,1,,15,86,2994,83,,81.1,8.27
318900,running,89,30.76,2970.33,12.200000000000045,3.06,0.5,87,603876206,-40805570,337,250.0,,,1020.0,2026-06-16 07:35:12+00:00,1,,17,87,3148,83,,81.5,7.99
319213,running,89,30.76,2973.64,12.200000000000045,2.911,0.5,88,603876125,-40805081,313,254.0,,,970.0,2026-06-16 07:35:13+00:00,1,,18,88,2994,83,,79.6,8.2
319530,running,89,30.76,2976.2,12.200000000000045,2.958,0.5,89,603875991,-40804668,317,253.0,,,985.0,2026-06-16 07:35:14+00:00,1,,19,89,3039,83,,80.1,8.13
319828,running,89,30.76,2978.67,12.200000000000045,2.837,0.5,90,603875933,-40804294,298,256.0,,,945.0,2026-06-16 07:35:15+00:00,1,,20,90,2914,83,,78.6,8.31
320129,running,87,30.76,2981.32,12.399999999999977,2.837,0.5,91,603875841,-40803817,301,260.0,,,966.0,2026-06-16 07:35:16+00:00,1,,21,91,2914,83,,81.7,8.44
320422,running,87,30.76,2983.58,12.399999999999977,2.753,0.0,92,603875761,-40803471,293,264.0,,,949.0,2026-06-16 07:35:17+00:00,1,,22,92,2828,83,,82.1,8.65
320715,running,85,30.76,2986.22,12.399999999999977,2.725,0.5,93,603875690,-40803047,293,270.0,,,961.0,2026-06-16 07:35:18+00:00,1,,23,93,2799,83,,84.6,8.8
321001,running,84,30.76,2988.8,12.399999999999977,2.65,0.5,93,603875584,-40802585,286,274.0,,,946.0,2026-06-16 07:35:19+00:00,1,,23,93,2722,83,,85.2,9.0
321286,running,84,30.76,2991.33,12.399999999999977,2.641,0.0,94,603875529,-40802202,285,275.0,,,943.0,2026-06-16 07:35:20+00:00,1,,26,94,2713,83,,84.8,8.99
321570,running,83,30.76,2994.17,12.200000000000045,2.622,0.5,95,603875477,-40801748,284,278.0,,,947.0,2026-06-16 07:35:21+00:00,1,,27,95,2694,83,,86.1,9.08
321854,running,82,30.76,2996.72,12.200000000000045,2.622,0.5,95,603875392,-40801309,284,278.0,,,947.0,2026-06-16 07:35:22+00:00,1,,27,95,2658,83,,86.1,9.08
322137,running,82,30.76,2999.3,12.200000000000045,2.613,0.5,95,603875355,-40800939,283,278.0,,,944.0,2026-06-16 07:35:23+00:00,1,,27,95,2649,83,,86.0,9.11
322420,running,82,30.76,3001.9,12.399999999999977,2.613,0.5,95,603875323,-40800462,283,278.0,,,944.0,2026-06-16 07:35:24+00:00,1,,27,95,2649,83,,86.0,9.11
322704,running,82,30.76,3004.35,12.399999999999977,2.613,0.5,96,603875277,-40800047,284,281.0,,,955.0,2026-06-16 07:35:25+00:00,1,,32,96,2649,83,,87.5,9.15
322987,running,82,30.76,3006.97,12.399999999999977,2.603,0.5,96,603875264,-40799647,283,281.0,,,952.0,2026-06-16 07:35:26+00:00,1,,32,96,2635,83,,87.4,9.18
323269,running,82,30.76,3009.89,12.399999999999977,2.594,0.5,97,603875255,-40799160,282,282.0,,,948.0,2026-06-16 07:35:27+00:00,1,,34,97,2626,83,,87.0,9.17
323551,running,81,30.76,3012.33,12.399999999999977,2.594,0.5,97,603875272,-40798734,282,282.0,,,948.0,2026-06-16 07:35:28+00:00,1,,34,97,2626,83,,87.0,9.17
323833,running,81,30.76,3014.67,12.399999999999977,2.594,0.5,98,603875283,-40798384,282,285.0,,,960.0,2026-06-16 07:35:29+00:00,1,,35,98,2626,83,,88.5,9.22
324113,running,81,30.76,3017.13,12.399999999999977,2.575,0.5,98,603875286,-40797914,280,285.0,,,953.0,2026-06-16 07:35:30+00:00,1,,35,98,2604,83,,88.4,9.27
324389,running,80,30.76,3019.37,12.399999999999977,2.538,0.5,99,603875252,-40797534,276,290.0,,,951.0,2026-06-16 07:35:31+00:00,1,,37,99,2566,83,,88.9,9.34
324665,running,80,30.76,3021.33,12.399999999999977,2.529,0.5,99,603875274,-40797218,276,290.0,,,948.0,2026-06-16 07:35:32+00:00,1,,37,99,2557,83,,88.8,9.37
324935,running,80,0.0,3023.92,12.399999999999977,2.473,0.0,99,603875275,-40796765,270,291.0,,,927.0,2026-06-16 07:35:33+00:00,1,,37,99,2500,83,,87.9,9.48
325205,running,80,0.0,3026.52,12.399999999999977,2.473,0.0,100,603875243,-40796320,270,291.0,,,927.0,2026-06-16 07:35:34+00:00,1,,39,100,2500,83,,87.9,9.48
325475,running,80,0.0,3028.99,12.200000000000045,2.473,0.0,100,603875248,-40795939,270,291.0,,,927.0,2026-06-16 07:35:35+00:00,1,,39,100,2477,83,,87.9,9.48
325748,running,80,0.0,3031.78,12.200000000000045,2.501,0.0,100,603875250,-40795434,273,290.0,,,937.0,2026-06-16 07:35:36+00:00,1,,39,100,2505,83,,88.5,9.44
326022,running,79,0.0,3034.33,12.200000000000045,2.501,0.5,100,603875225,-40795010,274,294.0,,,949.0,2026-06-16 07:35:37+00:00,1,,39,100,2505,83,,89.8,9.46
326301,running,79,0.0,3036.61,12.200000000000045,2.529,0.5,100,603875258,-40794660,279,293.0,,,960.0,2026-06-16 07:35:38+00:00,1,,39,100,2533,83,,90.4,9.42
326580,running,79,0.0,3039.41,12.200000000000045,2.529,0.5,100,603875257,-40794172,279,293.0,,,960.0,2026-06-16 07:35:39+00:00,1,,39,100,2533,83,,90.4,9.42
326859,running,79,0.0,3041.78,12.200000000000045,2.538,0.5,101,603875234,-40793765,279,293.0,,,963.0,2026-06-16 07:35:40+00:00,1,,43,101,2525,83,,90.5,9.4
327136,running,79,0.0,3044.17,12.200000000000045,2.529,0.5,101,603875286,-40793398,277,293.0,,,960.0,2026-06-16 07:35:41+00:00,1,,43,101,2515,83,,90.4,9.42
327412,running,79,0.0,3046.96,12.200000000000045,2.529,0.5,101,603875274,-40792878,276,293.0,,,960.0,2026-06-16 07:35:42+00:00,1,,43,101,2515,83,,90.4,9.42
327687,running,79,0.0,3049.32,12.0,2.529,0.5,102,603875254,-40792514,275,293.0,,,960.0,2026-06-16 07:35:43+00:00,1,,44,102,2515,83,,90.4,9.42
327962,running,79,0.0,3051.61,12.0,2.529,0.5,102,603875286,-40792165,275,293.0,,,960.0,2026-06-16 07:35:44+00:00,1,,44,102,2514,83,,90.4,9.42
328236,running,80,0.0,3054.03,12.0,2.529,0.5,102,603875276,-40791718,274,290.0,,,948.0,2026-06-16 07:35:45+00:00,1,,44,102,2514,83,,88.8,9.37
328510,running,80,0.0,3056.35,12.0,2.519,0.5,103,603875244,-40791326,274,290.0,,,944.0,2026-06-16 07:35:46+00:00,1,,45,103,2505,83,,88.7,9.39
328783,running,80,0.0,3058.52,12.0,2.51,0.5,103,603875242,-40790991,273,290.0,,,941.0,2026-06-16 07:35:47+00:00,1,,45,103,2495,83,,88.6,9.42
329055,running,80,0.0,3061.21,12.0,2.501,0.5,103,603875193,-40790492,272,290.0,,,937.0,2026-06-16 07:35:48+00:00,1,,45,103,2486,83,,88.5,9.44
329326,running,80,0.0,3063.57,12.200000000000045,2.501,0.5,103,603875179,-40790099,271,287.0,,,926.0,2026-06-16 07:35:49+00:00,1,,45,103,2486,83,,87.0,9.39
329596,running,80,0.0,3065.86,12.0,2.491,0.5,104,603875197,-40789718,270,287.0,,,922.0,2026-06-16 07:35:50+00:00,1,,45,104,2477,83,,86.9,9.41
329866,running,80,0.0,3068.58,12.0,2.491,0.5,104,603875127,-40789220,270,287.0,,,922.0,2026-06-16 07:35:51+00:00,1,,45,104,2477,83,,86.9,9.41
330136,running,81,0.0,3070.85,12.0,2.491,0.5,104,603875093,-40788874,270,287.0,,,922.0,2026-06-16 07:35:52+00:00,1,,45,104,2477,83,,86.9,9.41
330406,running,80,0.0,3073.68,12.0,2.491,0.5,105,603875092,-40788394,270,287.0,,,922.0,2026-06-16 07:35:53+00:00,1,,44,105,2477,83,,86.9,9.41
330676,running,80,0.0,3076.35,12.0,2.491,0.5,105,603875058,-40787930,270,287.0,,,922.0,2026-06-16 07:35:54+00:00,1,,44,105,2462,83,,86.9,9.41
